Дата;Дата с разбивкой по 30 минут;Прибыль на момент времени;Точка продаж
24.05.2022;2022-05-24 16:00:00.000;2 492,5;Точка продаж 13
24.05.2022;2022-05-24 17:00:00.000;1 902,5;Точка продаж 13
24.05.2022;2022-05-24 17:30:00.000;2 427,5;Точка продаж 13
24.05.2022;2022-05-24 18:00:00.000;1 526,5;Точка продаж 13
24.05.2022;2022-05-24 18:30:00.000;1 245;Точка продаж 13
24.05.2022;2022-05-24 19:00:00.000;2 527,5;Точка продаж 13
24.05.2022;2022-05-24 19:30:00.000;2 022,5;Точка продаж 13
24.05.2022;2022-05-24 20:00:00.000;1 462,5;Точка продаж 13
24.05.2022;2022-05-24 20:30:00.000;1 617,5;Точка продаж 13
24.05.2022;2022-05-24 21:00:00.000;2 880;Точка продаж 13
24.05.2022;2022-05-24 21:30:00.000;3 452,5;Точка продаж 13
24.05.2022;2022-05-24 22:00:00.000;2 125;Точка продаж 13
24.05.2022;2022-05-24 22:30:00.000;1 330;Точка продаж 13
24.05.2022;2022-05-24 23:00:00.000;2 807,5;Точка продаж 13
24.05.2022;2022-05-24 23:30:00.000;422,5;Точка продаж 13
24.05.2022;2022-05-24 00:00:00.000;445;Точка продаж 14
24.05.2022;2022-05-24 00:30:00.000;4 780;Точка продаж 14
24.05.2022;2022-05-24 07:00:00.000;75;Точка продаж 14
24.05.2022;2022-05-24 09:00:00.000;4 295;Точка продаж 14
24.05.2022;2022-05-24 10:00:00.000;4 300;Точка продаж 14
24.05.2022;2022-05-24 12:30:00.000;580;Точка продаж 14
24.05.2022;2022-05-24 14:00:00.000;395;Точка продаж 14
24.05.2022;2022-05-24 16:30:00.000;1 440;Точка продаж 14
24.05.2022;2022-05-24 17:30:00.000;4 300;Точка продаж 14
24.05.2022;2022-05-24 18:30:00.000;6 400;Точка продаж 14
24.05.2022;2022-05-24 19:00:00.000;3 480;Точка продаж 14
24.05.2022;2022-05-24 20:00:00.000;790;Точка продаж 14
24.05.2022;2022-05-24 22:00:00.000;1 295;Точка продаж 14
24.05.2022;2022-05-24 22:30:00.000;4 810;Точка продаж 14
24.05.2022;2022-05-24 00:30:00.000;14 210;Точка продаж 15
24.05.2022;2022-05-24 01:30:00.000;4 155;Точка продаж 15
24.05.2022;2022-05-24 02:30:00.000;4 655;Точка продаж 15
24.05.2022;2022-05-24 06:00:00.000;395;Точка продаж 15
24.05.2022;2022-05-24 06:30:00.000;14 760;Точка продаж 15
24.05.2022;2022-05-24 07:00:00.000;8 756,5;Точка продаж 15
24.05.2022;2022-05-24 07:30:00.000;4 175;Точка продаж 15
24.05.2022;2022-05-24 08:00:00.000;14 540;Точка продаж 15
24.05.2022;2022-05-24 08:30:00.000;915;Точка продаж 15
24.05.2022;2022-05-24 09:30:00.000;8 490;Точка продаж 15
24.05.2022;2022-05-24 10:30:00.000;10 750;Точка продаж 15
24.05.2022;2022-05-24 11:00:00.000;9 975;Точка продаж 15
24.05.2022;2022-05-24 11:30:00.000;6 300;Точка продаж 15
24.05.2022;2022-05-24 12:00:00.000;890;Точка продаж 15
24.05.2022;2022-05-24 13:00:00.000;4 875;Точка продаж 15
24.05.2022;2022-05-24 14:00:00.000;15 180;Точка продаж 15
24.05.2022;2022-05-24 17:30:00.000;27 184;Точка продаж 15
24.05.2022;2022-05-24 18:30:00.000;1 185;Точка продаж 15
24.05.2022;2022-05-24 19:00:00.000;57 215,5;Точка продаж 15
24.05.2022;2022-05-24 19:30:00.000;720;Точка продаж 15
24.05.2022;2022-05-24 20:00:00.000;3 670;Точка продаж 15
24.05.2022;2022-05-24 20:30:00.000;16 310;Точка продаж 15
24.05.2022;2022-05-24 21:00:00.000;22 793;Точка продаж 15
24.05.2022;2022-05-24 21:30:00.000;5 792,5;Точка продаж 15
24.05.2022;2022-05-24 23:30:00.000;1 380;Точка продаж 15
24.05.2022;2022-05-24 00:00:00.000;1 510;Точка продаж 16
24.05.2022;2022-05-24 00:30:00.000;5 660;Точка продаж 16
24.05.2022;2022-05-24 02:00:00.000;2 165;Точка продаж 16
24.05.2022;2022-05-24 04:00:00.000;705;Точка продаж 16
24.05.2022;2022-05-24 05:00:00.000;8 380;Точка продаж 16
24.05.2022;2022-05-24 05:30:00.000;2 845;Точка продаж 16
24.05.2022;2022-05-24 06:00:00.000;3 890;Точка продаж 16
24.05.2022;2022-05-24 06:30:00.000;6 270;Точка продаж 16
24.05.2022;2022-05-24 07:00:00.000;2 650;Точка продаж 16
24.05.2022;2022-05-24 07:30:00.000;7 430;Точка продаж 16
24.05.2022;2022-05-24 08:00:00.000;14 980;Точка продаж 16
24.05.2022;2022-05-24 08:30:00.000;6 860;Точка продаж 16
24.05.2022;2022-05-24 09:00:00.000;10 520;Точка продаж 16
24.05.2022;2022-05-24 09:30:00.000;3 755;Точка продаж 16
24.05.2022;2022-05-24 10:00:00.000;5 960;Точка продаж 16
24.05.2022;2022-05-24 10:30:00.000;1 700;Точка продаж 16
24.05.2022;2022-05-24 11:00:00.000;5 810;Точка продаж 16
24.05.2022;2022-05-24 11:30:00.000;23 240;Точка продаж 16
24.05.2022;2022-05-24 12:00:00.000;13 465;Точка продаж 16
24.05.2022;2022-05-24 12:30:00.000;10 965;Точка продаж 16
24.05.2022;2022-05-24 13:00:00.000;31 186,5;Точка продаж 16
24.05.2022;2022-05-24 13:30:00.000;23 100,5;Точка продаж 16
24.05.2022;2022-05-24 14:00:00.000;16 610;Точка продаж 16
24.05.2022;2022-05-24 14:30:00.000;10 305;Точка продаж 16
24.05.2022;2022-05-24 15:00:00.000;17 145;Точка продаж 16
24.05.2022;2022-05-24 15:30:00.000;44 083,5;Точка продаж 16
24.05.2022;2022-05-24 16:00:00.000;28 350;Точка продаж 16
24.05.2022;2022-05-24 16:30:00.000;25 710;Точка продаж 16
24.05.2022;2022-05-24 17:00:00.000;16 695;Точка продаж 16
24.05.2022;2022-05-24 17:30:00.000;7 375;Точка продаж 16
24.05.2022;2022-05-24 18:00:00.000;35 794;Точка продаж 16
24.05.2022;2022-05-24 18:30:00.000;19 435;Точка продаж 16
24.05.2022;2022-05-24 19:00:00.000;30 855;Точка продаж 16
24.05.2022;2022-05-24 19:30:00.000;41 309;Точка продаж 16
24.05.2022;2022-05-24 20:00:00.000;16 119,25;Точка продаж 16
24.05.2022;2022-05-24 20:30:00.000;34 225;Точка продаж 16
24.05.2022;2022-05-24 21:00:00.000;31 665;Точка продаж 16
24.05.2022;2022-05-24 21:30:00.000;16 759;Точка продаж 16
24.05.2022;2022-05-24 22:00:00.000;8 890;Точка продаж 16
24.05.2022;2022-05-24 22:30:00.000;18 035;Точка продаж 16
24.05.2022;2022-05-24 23:00:00.000;8 060;Точка продаж 16
24.05.2022;2022-05-24 23:30:00.000;3 255;Точка продаж 16
24.05.2022;2022-05-24 00:30:00.000;175;Точка продаж 17
24.05.2022;2022-05-24 04:00:00.000;495;Точка продаж 17
24.05.2022;2022-05-24 06:30:00.000;3 002,5;Точка продаж 17
24.05.2022;2022-05-24 07:00:00.000;555;Точка продаж 17
24.05.2022;2022-05-24 07:30:00.000;852;Точка продаж 17
24.05.2022;2022-05-24 08:00:00.000;952;Точка продаж 17
24.05.2022;2022-05-24 08:30:00.000;2 379;Точка продаж 17
24.05.2022;2022-05-24 09:00:00.000;1 510;Точка продаж 17
24.05.2022;2022-05-24 09:30:00.000;3 947;Точка продаж 17
24.05.2022;2022-05-24 10:00:00.000;1 712;Точка продаж 17
24.05.2022;2022-05-24 10:30:00.000;149,45;Точка продаж 17
24.05.2022;2022-05-24 12:00:00.000;1 489,5;Точка продаж 17
24.05.2022;2022-05-24 12:30:00.000;224;Точка продаж 17
24.05.2022;2022-05-24 13:00:00.000;595;Точка продаж 17
24.05.2022;2022-05-24 13:30:00.000;770;Точка продаж 17
24.05.2022;2022-05-24 14:00:00.000;913,205;Точка продаж 17
24.05.2022;2022-05-24 14:30:00.000;68;Точка продаж 17
24.05.2022;2022-05-24 15:00:00.000;611,5;Точка продаж 17
24.05.2022;2022-05-24 16:00:00.000;1 248;Точка продаж 17
24.05.2022;2022-05-24 16:30:00.000;320;Точка продаж 17
24.05.2022;2022-05-24 17:00:00.000;116;Точка продаж 17
24.05.2022;2022-05-24 20:00:00.000;116;Точка продаж 17
24.05.2022;2022-05-24 20:30:00.000;690,725;Точка продаж 17
24.05.2022;2022-05-24 21:00:00.000;1 225,045;Точка продаж 17
24.05.2022;2022-05-24 23:30:00.000;580;Точка продаж 17
24.05.2022;2022-05-24 08:30:00.000;1 750;Точка продаж 18
24.05.2022;2022-05-24 12:30:00.000;1 950;Точка продаж 18
24.05.2022;2022-05-24 15:30:00.000;3 450;Точка продаж 18
24.05.2022;2022-05-24 16:00:00.000;1 750;Точка продаж 18
24.05.2022;2022-05-24 16:30:00.000;2 250;Точка продаж 18
24.05.2022;2022-05-24 18:00:00.000;5 450;Точка продаж 18
24.05.2022;2022-05-24 19:00:00.000;27 200;Точка продаж 18
24.05.2022;2022-05-24 00:00:00.000;2 347;Точка продаж 19
24.05.2022;2022-05-24 00:30:00.000;2 875;Точка продаж 19
24.05.2022;2022-05-24 01:00:00.000;1 570;Точка продаж 19
24.05.2022;2022-05-24 02:30:00.000;650;Точка продаж 19
24.05.2022;2022-05-24 03:00:00.000;800;Точка продаж 19
24.05.2022;2022-05-24 03:30:00.000;2 225;Точка продаж 19
24.05.2022;2022-05-24 04:00:00.000;1 250;Точка продаж 19
24.05.2022;2022-05-24 04:30:00.000;3 075;Точка продаж 19
24.05.2022;2022-05-24 05:00:00.000;1 660;Точка продаж 19
24.05.2022;2022-05-24 05:30:00.000;1 975;Точка продаж 19
24.05.2022;2022-05-24 06:00:00.000;7 707,5;Точка продаж 19
24.05.2022;2022-05-24 06:30:00.000;1 515;Точка продаж 19
24.05.2022;2022-05-24 07:00:00.000;4 075;Точка продаж 19
24.05.2022;2022-05-24 07:30:00.000;6 157,5;Точка продаж 19
24.05.2022;2022-05-24 08:00:00.000;6 725;Точка продаж 19
24.05.2022;2022-05-24 08:30:00.000;550;Точка продаж 19
24.05.2022;2022-05-24 09:00:00.000;3 700;Точка продаж 19
24.05.2022;2022-05-24 09:30:00.000;3 040;Точка продаж 19
24.05.2022;2022-05-24 10:00:00.000;2 475;Точка продаж 19
24.05.2022;2022-05-24 10:30:00.000;4 222,5;Точка продаж 19
24.05.2022;2022-05-24 11:00:00.000;3 785;Точка продаж 19
24.05.2022;2022-05-24 11:30:00.000;5 724,5;Точка продаж 19
24.05.2022;2022-05-24 12:00:00.000;6 047,5;Точка продаж 19
24.05.2022;2022-05-24 12:30:00.000;7 907,5;Точка продаж 19
24.05.2022;2022-05-24 13:00:00.000;7 955;Точка продаж 19
24.05.2022;2022-05-24 13:30:00.000;11 604;Точка продаж 19
24.05.2022;2022-05-24 14:00:00.000;13 125;Точка продаж 19
24.05.2022;2022-05-24 14:30:00.000;9 715;Точка продаж 19
24.05.2022;2022-05-24 15:00:00.000;11 220;Точка продаж 19
24.05.2022;2022-05-24 15:30:00.000;6 400;Точка продаж 19
24.05.2022;2022-05-24 16:00:00.000;6 342,5;Точка продаж 19
24.05.2022;2022-05-24 16:30:00.000;8 600;Точка продаж 19
24.05.2022;2022-05-24 17:00:00.000;14 690;Точка продаж 19
24.05.2022;2022-05-24 17:30:00.000;10 490;Точка продаж 19
24.05.2022;2022-05-24 18:00:00.000;5 574,5;Точка продаж 19
24.05.2022;2022-05-24 18:30:00.000;5 125;Точка продаж 19
24.05.2022;2022-05-24 19:00:00.000;7 547,5;Точка продаж 19
24.05.2022;2022-05-24 19:30:00.000;13 800;Точка продаж 19
24.05.2022;2022-05-24 20:00:00.000;10 000;Точка продаж 19
24.05.2022;2022-05-24 20:30:00.000;9 220;Точка продаж 19
24.05.2022;2022-05-24 21:00:00.000;3 925;Точка продаж 19
24.05.2022;2022-05-24 21:30:00.000;7 525;Точка продаж 19
24.05.2022;2022-05-24 22:00:00.000;9 650;Точка продаж 19
24.05.2022;2022-05-24 22:30:00.000;9 625;Точка продаж 19
24.05.2022;2022-05-24 23:00:00.000;6 637,5;Точка продаж 19
24.05.2022;2022-05-24 23:30:00.000;6 275;Точка продаж 19
24.05.2022;2022-05-24 00:00:00.000;975,5;Точка продаж 2
24.05.2022;2022-05-24 00:30:00.000;378;Точка продаж 2
24.05.2022;2022-05-24 01:00:00.000;655;Точка продаж 2
24.05.2022;2022-05-24 01:30:00.000;109,5;Точка продаж 2
24.05.2022;2022-05-24 04:30:00.000;1 364;Точка продаж 2
24.05.2022;2022-05-24 05:00:00.000;1 507,5;Точка продаж 2
24.05.2022;2022-05-24 05:30:00.000;3 700,5;Точка продаж 2
24.05.2022;2022-05-24 06:00:00.000;4 754,5;Точка продаж 2
24.05.2022;2022-05-24 06:30:00.000;3 743;Точка продаж 2
24.05.2022;2022-05-24 07:00:00.000;3 135,5;Точка продаж 2
24.05.2022;2022-05-24 07:30:00.000;3 935,5;Точка продаж 2
24.05.2022;2022-05-24 08:00:00.000;796,5;Точка продаж 2
24.05.2022;2022-05-24 08:30:00.000;2 423,5;Точка продаж 2
24.05.2022;2022-05-24 09:00:00.000;5 721,5;Точка продаж 2
24.05.2022;2022-05-24 09:30:00.000;3 883;Точка продаж 2
24.05.2022;2022-05-24 10:00:00.000;6 387;Точка продаж 2
24.05.2022;2022-05-24 10:30:00.000;5 025;Точка продаж 2
24.05.2022;2022-05-24 11:00:00.000;5 239,5;Точка продаж 2
24.05.2022;2022-05-24 11:30:00.000;1 389,5;Точка продаж 2
24.05.2022;2022-05-24 12:00:00.000;144;Точка продаж 2
24.05.2022;2022-05-24 12:30:00.000;781;Точка продаж 2
24.05.2022;2022-05-24 13:00:00.000;1 863,5;Точка продаж 2
24.05.2022;2022-05-24 13:30:00.000;5 738;Точка продаж 2
24.05.2022;2022-05-24 14:30:00.000;323,5;Точка продаж 2
24.05.2022;2022-05-24 15:00:00.000;960;Точка продаж 2
24.05.2022;2022-05-24 15:30:00.000;685,5;Точка продаж 2
24.05.2022;2022-05-24 16:00:00.000;833,5;Точка продаж 2
24.05.2022;2022-05-24 16:30:00.000;2 012,5;Точка продаж 2
24.05.2022;2022-05-24 17:00:00.000;1 961;Точка продаж 2
24.05.2022;2022-05-24 17:30:00.000;2 360,5;Точка продаж 2
24.05.2022;2022-05-24 18:00:00.000;4 433;Точка продаж 2
24.05.2022;2022-05-24 18:30:00.000;6 736;Точка продаж 2
24.05.2022;2022-05-24 19:00:00.000;2 073,5;Точка продаж 2
24.05.2022;2022-05-24 19:30:00.000;4 490;Точка продаж 2
24.05.2022;2022-05-24 20:00:00.000;467,5;Точка продаж 2
24.05.2022;2022-05-24 20:30:00.000;1 438,5;Точка продаж 2
24.05.2022;2022-05-24 21:00:00.000;2 104,5;Точка продаж 2
24.05.2022;2022-05-24 21:30:00.000;1 338,5;Точка продаж 2
24.05.2022;2022-05-24 22:00:00.000;1 356,5;Точка продаж 2
24.05.2022;2022-05-24 22:30:00.000;2 208,5;Точка продаж 2
24.05.2022;2022-05-24 23:00:00.000;1 090,5;Точка продаж 2
24.05.2022;2022-05-24 23:30:00.000;2 429,5;Точка продаж 2
24.05.2022;2022-05-24 08:00:00.000;295,5;Точка продаж 21
24.05.2022;2022-05-24 08:30:00.000;2 668;Точка продаж 21
24.05.2022;2022-05-24 15:00:00.000;1 980,5;Точка продаж 21
24.05.2022;2022-05-24 15:30:00.000;2 052,5;Точка продаж 21
24.05.2022;2022-05-24 16:00:00.000;1 266,5;Точка продаж 21
24.05.2022;2022-05-24 16:30:00.000;4 664;Точка продаж 21
24.05.2022;2022-05-24 17:00:00.000;97;Точка продаж 21
24.05.2022;2022-05-24 17:30:00.000;1 448,5;Точка продаж 21
24.05.2022;2022-05-24 18:00:00.000;3 360;Точка продаж 21
24.05.2022;2022-05-24 18:30:00.000;2 181,5;Точка продаж 21
24.05.2022;2022-05-24 19:00:00.000;1 032,5;Точка продаж 21
24.05.2022;2022-05-24 19:30:00.000;1 557;Точка продаж 21
24.05.2022;2022-05-24 20:30:00.000;163;Точка продаж 21
24.05.2022;2022-05-24 21:00:00.000;2 670;Точка продаж 21
24.05.2022;2022-05-24 22:30:00.000;436,5;Точка продаж 21
24.05.2022;2022-05-24 23:00:00.000;1 871;Точка продаж 21
24.05.2022;2022-05-24 00:00:00.000;1 239;Точка продаж 22
24.05.2022;2022-05-24 00:30:00.000;666;Точка продаж 22
24.05.2022;2022-05-24 01:00:00.000;452,5;Точка продаж 22
24.05.2022;2022-05-24 04:30:00.000;89;Точка продаж 22
24.05.2022;2022-05-24 05:00:00.000;1 411;Точка продаж 22
24.05.2022;2022-05-24 05:30:00.000;542,5;Точка продаж 22
24.05.2022;2022-05-24 06:00:00.000;1 587;Точка продаж 22
24.05.2022;2022-05-24 06:30:00.000;141,5;Точка продаж 22
24.05.2022;2022-05-24 07:00:00.000;1 618,5;Точка продаж 22
24.05.2022;2022-05-24 07:30:00.000;3 638;Точка продаж 22
24.05.2022;2022-05-24 08:00:00.000;984;Точка продаж 22
24.05.2022;2022-05-24 08:30:00.000;2 443;Точка продаж 22
24.05.2022;2022-05-24 09:00:00.000;4 811,5;Точка продаж 22
24.05.2022;2022-05-24 09:30:00.000;4 974,5;Точка продаж 22
24.05.2022;2022-05-24 10:00:00.000;850;Точка продаж 22
24.05.2022;2022-05-24 10:30:00.000;1 973,5;Точка продаж 22
24.05.2022;2022-05-24 11:00:00.000;5 392;Точка продаж 22
24.05.2022;2022-05-24 11:30:00.000;2 156,5;Точка продаж 22
24.05.2022;2022-05-24 12:00:00.000;623,5;Точка продаж 22
24.05.2022;2022-05-24 12:30:00.000;4 342;Точка продаж 22
24.05.2022;2022-05-24 13:00:00.000;1 868,5;Точка продаж 22
24.05.2022;2022-05-24 13:30:00.000;1 712,5;Точка продаж 22
24.05.2022;2022-05-24 14:00:00.000;1 605,5;Точка продаж 22
24.05.2022;2022-05-24 14:30:00.000;3 180;Точка продаж 22
24.05.2022;2022-05-24 15:00:00.000;1 227,5;Точка продаж 22
24.05.2022;2022-05-24 15:30:00.000;1 734;Точка продаж 22
24.05.2022;2022-05-24 16:00:00.000;1 122,5;Точка продаж 22
24.05.2022;2022-05-24 16:30:00.000;1 437;Точка продаж 22
24.05.2022;2022-05-24 17:00:00.000;2 700,5;Точка продаж 22
24.05.2022;2022-05-24 17:30:00.000;1 799,5;Точка продаж 22
24.05.2022;2022-05-24 18:00:00.000;797;Точка продаж 22
24.05.2022;2022-05-24 18:30:00.000;3 986,5;Точка продаж 22
24.05.2022;2022-05-24 19:00:00.000;2 416;Точка продаж 22
24.05.2022;2022-05-24 19:30:00.000;2 918,5;Точка продаж 22
24.05.2022;2022-05-24 20:00:00.000;424;Точка продаж 22
24.05.2022;2022-05-24 20:30:00.000;2 219;Точка продаж 22
24.05.2022;2022-05-24 21:00:00.000;2 649,5;Точка продаж 22
24.05.2022;2022-05-24 21:30:00.000;4 532,5;Точка продаж 22
24.05.2022;2022-05-24 22:00:00.000;1 877;Точка продаж 22
24.05.2022;2022-05-24 22:30:00.000;1 550,5;Точка продаж 22
24.05.2022;2022-05-24 23:00:00.000;1 600;Точка продаж 22
24.05.2022;2022-05-24 23:30:00.000;1 491;Точка продаж 22
24.05.2022;2022-05-24 00:00:00.000;2 241;Точка продаж 23
24.05.2022;2022-05-24 00:30:00.000;3 746,5;Точка продаж 23
24.05.2022;2022-05-24 01:00:00.000;1 254,5;Точка продаж 23
24.05.2022;2022-05-24 01:30:00.000;1 708;Точка продаж 23
24.05.2022;2022-05-24 02:00:00.000;1 259;Точка продаж 23
24.05.2022;2022-05-24 02:30:00.000;760;Точка продаж 23
24.05.2022;2022-05-24 05:00:00.000;1 254;Точка продаж 23
24.05.2022;2022-05-24 05:30:00.000;1 483,5;Точка продаж 23
24.05.2022;2022-05-24 06:00:00.000;1 279,5;Точка продаж 23
24.05.2022;2022-05-24 06:30:00.000;1 768;Точка продаж 23
24.05.2022;2022-05-24 07:00:00.000;2 312,5;Точка продаж 23
24.05.2022;2022-05-24 07:30:00.000;1 663,5;Точка продаж 23
24.05.2022;2022-05-24 08:00:00.000;197,5;Точка продаж 23
24.05.2022;2022-05-24 08:30:00.000;2 526,5;Точка продаж 23
24.05.2022;2022-05-24 09:00:00.000;2 277;Точка продаж 23
24.05.2022;2022-05-24 09:30:00.000;7 515,5;Точка продаж 23
24.05.2022;2022-05-24 10:00:00.000;1 138;Точка продаж 23
24.05.2022;2022-05-24 10:30:00.000;7 087;Точка продаж 23
24.05.2022;2022-05-24 11:00:00.000;5 532,5;Точка продаж 23
24.05.2022;2022-05-24 11:30:00.000;4 208;Точка продаж 23
24.05.2022;2022-05-24 12:00:00.000;2 502;Точка продаж 23
24.05.2022;2022-05-24 12:30:00.000;7 141,5;Точка продаж 23
24.05.2022;2022-05-24 13:00:00.000;2 850;Точка продаж 23
24.05.2022;2022-05-24 13:30:00.000;2 690;Точка продаж 23
24.05.2022;2022-05-24 14:00:00.000;976;Точка продаж 23
24.05.2022;2022-05-24 14:30:00.000;1 396;Точка продаж 23
24.05.2022;2022-05-24 15:00:00.000;532,5;Точка продаж 23
24.05.2022;2022-05-24 15:30:00.000;1 097;Точка продаж 23
24.05.2022;2022-05-24 16:00:00.000;3 177;Точка продаж 23
24.05.2022;2022-05-24 16:30:00.000;3 486;Точка продаж 23
24.05.2022;2022-05-24 17:00:00.000;2 629;Точка продаж 23
24.05.2022;2022-05-24 17:30:00.000;3 426;Точка продаж 23
24.05.2022;2022-05-24 18:00:00.000;1 574,5;Точка продаж 23
24.05.2022;2022-05-24 18:30:00.000;2 915;Точка продаж 23
24.05.2022;2022-05-24 19:00:00.000;3 340;Точка продаж 23
24.05.2022;2022-05-24 19:30:00.000;7 302;Точка продаж 23
24.05.2022;2022-05-24 20:00:00.000;2 761,5;Точка продаж 23
24.05.2022;2022-05-24 20:30:00.000;1 046,5;Точка продаж 23
24.05.2022;2022-05-24 21:00:00.000;2 146;Точка продаж 23
24.05.2022;2022-05-24 21:30:00.000;1 724,5;Точка продаж 23
24.05.2022;2022-05-24 22:00:00.000;1 874;Точка продаж 23
24.05.2022;2022-05-24 22:30:00.000;812,5;Точка продаж 23
24.05.2022;2022-05-24 23:00:00.000;432,5;Точка продаж 23
24.05.2022;2022-05-24 23:30:00.000;670;Точка продаж 23
24.05.2022;2022-05-24 00:00:00.000;70;Точка продаж 24
24.05.2022;2022-05-24 00:30:00.000;380,5;Точка продаж 24
24.05.2022;2022-05-24 01:30:00.000;1 143;Точка продаж 24
24.05.2022;2022-05-24 02:00:00.000;1 444,5;Точка продаж 24
24.05.2022;2022-05-24 02:30:00.000;234,5;Точка продаж 24
24.05.2022;2022-05-24 03:00:00.000;326;Точка продаж 24
24.05.2022;2022-05-24 04:00:00.000;87,5;Точка продаж 24
24.05.2022;2022-05-24 04:30:00.000;125;Точка продаж 24
24.05.2022;2022-05-24 05:30:00.000;209,5;Точка продаж 24
24.05.2022;2022-05-24 06:00:00.000;798;Точка продаж 24
24.05.2022;2022-05-24 06:30:00.000;578;Точка продаж 24
24.05.2022;2022-05-24 07:00:00.000;330;Точка продаж 24
24.05.2022;2022-05-24 07:30:00.000;2 880;Точка продаж 24
24.05.2022;2022-05-24 08:00:00.000;1 175,5;Точка продаж 24
24.05.2022;2022-05-24 08:30:00.000;3 166;Точка продаж 24
24.05.2022;2022-05-24 09:00:00.000;1 279;Точка продаж 24
24.05.2022;2022-05-24 09:30:00.000;868,5;Точка продаж 24
24.05.2022;2022-05-24 10:00:00.000;2 333,5;Точка продаж 24
24.05.2022;2022-05-24 10:30:00.000;1 278;Точка продаж 24
24.05.2022;2022-05-24 11:00:00.000;554;Точка продаж 24
24.05.2022;2022-05-24 11:30:00.000;2 124;Точка продаж 24
24.05.2022;2022-05-24 12:00:00.000;1 274;Точка продаж 24
24.05.2022;2022-05-24 12:30:00.000;549;Точка продаж 24
24.05.2022;2022-05-24 13:00:00.000;1 897,5;Точка продаж 24
24.05.2022;2022-05-24 13:30:00.000;1 892;Точка продаж 24
24.05.2022;2022-05-24 14:00:00.000;654;Точка продаж 24
24.05.2022;2022-05-24 14:30:00.000;1 254,5;Точка продаж 24
24.05.2022;2022-05-24 15:00:00.000;895;Точка продаж 24
24.05.2022;2022-05-24 15:30:00.000;507;Точка продаж 24
24.05.2022;2022-05-24 16:00:00.000;623,5;Точка продаж 24
24.05.2022;2022-05-24 16:30:00.000;770,5;Точка продаж 24
24.05.2022;2022-05-24 17:00:00.000;1 089;Точка продаж 24
24.05.2022;2022-05-24 17:30:00.000;1 851;Точка продаж 24
24.05.2022;2022-05-24 18:00:00.000;2 366,5;Точка продаж 24
24.05.2022;2022-05-24 18:30:00.000;205,5;Точка продаж 24
24.05.2022;2022-05-24 19:00:00.000;1 358,5;Точка продаж 24
24.05.2022;2022-05-24 19:30:00.000;753,5;Точка продаж 24
24.05.2022;2022-05-24 20:00:00.000;1 295;Точка продаж 24
24.05.2022;2022-05-24 20:30:00.000;509,5;Точка продаж 24
24.05.2022;2022-05-24 21:00:00.000;1 132,5;Точка продаж 24
24.05.2022;2022-05-24 21:30:00.000;935,5;Точка продаж 24
24.05.2022;2022-05-24 22:00:00.000;139,5;Точка продаж 24
24.05.2022;2022-05-24 22:30:00.000;736;Точка продаж 24
24.05.2022;2022-05-24 23:00:00.000;1 426;Точка продаж 24
24.05.2022;2022-05-24 23:30:00.000;1 986;Точка продаж 24
24.05.2022;2022-05-24 00:00:00.000;1 655;Точка продаж 25
24.05.2022;2022-05-24 00:30:00.000;2 020;Точка продаж 25
24.05.2022;2022-05-24 01:00:00.000;1 855;Точка продаж 25
24.05.2022;2022-05-24 03:00:00.000;200;Точка продаж 25
24.05.2022;2022-05-24 04:00:00.000;790;Точка продаж 25
24.05.2022;2022-05-24 04:30:00.000;4 125;Точка продаж 25
24.05.2022;2022-05-24 05:00:00.000;1 147,5;Точка продаж 25
24.05.2022;2022-05-24 05:30:00.000;765;Точка продаж 25
24.05.2022;2022-05-24 06:00:00.000;2 215;Точка продаж 25
24.05.2022;2022-05-24 06:30:00.000;4 255;Точка продаж 25
24.05.2022;2022-05-24 07:00:00.000;6 970;Точка продаж 25
24.05.2022;2022-05-24 07:30:00.000;7 035;Точка продаж 25
24.05.2022;2022-05-24 08:00:00.000;4 215;Точка продаж 25
24.05.2022;2022-05-24 08:30:00.000;4 825;Точка продаж 25
24.05.2022;2022-05-24 09:00:00.000;1 635;Точка продаж 25
24.05.2022;2022-05-24 09:30:00.000;1 980;Точка продаж 25
24.05.2022;2022-05-24 10:00:00.000;5 662,5;Точка продаж 25
24.05.2022;2022-05-24 10:30:00.000;450;Точка продаж 25
24.05.2022;2022-05-24 11:00:00.000;5 655;Точка продаж 25
24.05.2022;2022-05-24 11:30:00.000;2 685;Точка продаж 25
24.05.2022;2022-05-24 12:00:00.000;3 390;Точка продаж 25
24.05.2022;2022-05-24 12:30:00.000;2 090;Точка продаж 25
24.05.2022;2022-05-24 13:00:00.000;7 365;Точка продаж 25
24.05.2022;2022-05-24 13:30:00.000;1 585;Точка продаж 25
24.05.2022;2022-05-24 14:00:00.000;1 245;Точка продаж 25
24.05.2022;2022-05-24 14:30:00.000;2 325;Точка продаж 25
24.05.2022;2022-05-24 15:00:00.000;875;Точка продаж 25
24.05.2022;2022-05-24 15:30:00.000;1 680;Точка продаж 25
24.05.2022;2022-05-24 16:00:00.000;3 505;Точка продаж 25
24.05.2022;2022-05-24 16:30:00.000;585;Точка продаж 25
24.05.2022;2022-05-24 17:00:00.000;4 130;Точка продаж 25
24.05.2022;2022-05-24 17:30:00.000;1 810;Точка продаж 25
24.05.2022;2022-05-24 18:00:00.000;2 805;Точка продаж 25
